id,name,latitude,longitude
717,BlogXS,59.85299,30.245977
718,Buzzbean,46.524052,41.5008684
719,Dabvine,44.8445542,-0.5494198
720,Vitz,29.49574,111.926694
721,Dabshots,46.614358,15.2255472
722,Jayo,28.3079856,117.697041
723,Twitterworks,33.189192,120.103473
724,Oyondu,-41.2219337,174.8714559
725,Yozio,23.646106,111.69805
726,Jaxworks,14.7741387,99.8571416
727,Jetwire,32.2680738,-110.9923904
728,Innotype,28.0896014,108.7986202
729,Mymm,34.363184,107.237743
730,Kazu,35.8941687,-5.2919563
731,Feedmix,53.1179087,17.2873137
732,Yodo,41.682758,20.32996
733,Agivu,28.5594209,33.9468956
734,Browsezoom,10.4868673,-66.739712
735,Jetwire,6.1205312,-75.2803017
736,Topdrive,-8.8026959,121.9792205
737,Ozu,29.812121,114.179091
738,Roombo,26.909678,109.207757
739,Gigazoom,32.025538,104.868349
740,Skipfire,41.5728211,23.7282719
741,Browsedrive,50.0873009,16.4652007
742,Edgeclub,31.31913,34.34005
743,Plajo,-6.8734228,107.074614
744,Kwimbee,47.2215999,5.9675963
745,Quatz,4.566637,-75.75012
746,Jaxworks,18.2291677,-78.1393397
747,Jetpulse,17.5656036,44.2289441
748,Centidel,-21.8239574,-47.2484692
749,Devshare,37.943121,115.217658
750,Brightbean,52.5234718,15.4078292
751,Edgewire,35.0144726,58.7774287
752,Tagfeed,18.5591814,-99.5982999
753,Babbleopia,-9.5950796,119.0168962
754,Yacero,40.1122778,-7.121411
755,Eabox,-6.7974263,111.1682495
756,Meejo,22.672099,113.250897
757,Skyvu,14.5806413,121.0036417
758,Tagopia,16.9075213,96.5623251
759,Zoomdog,49.1835908,24.7462961
760,Livepath,5.6614718,-67.5827744
761,Skipfire,41.576749,120.413376
762,Jaxworks,-7.6695988,109.9526633
763,Eire,16.7095,33.3565
764,Bubblemix,36.0038131,-78.9387241
765,Aibox,16.01787,43.59647
766,Livetube,48.0482483,-1.6329288
767,Skiba,35.0612128,33.4047109
768,Oyoyo,30.837881,114.13334
769,Teklist,45.05752,-77.85702
770,Fatz,-9.5994215,119.3221307
771,Youfeed,41.1667893,-8.6815733
772,Dynazzy,57.4286196,33.8164882
773,Twitterwire,-25.4562038,31.9925717
774,Jayo,43.513695,26.1390805
775,Topicstorm,-0.819175,120.167297
776,Babblestorm,24.364134,114.562955
777,Voonte,52.7765719,21.5903277
778,Pixonyx,8.2961481,35.5821994
779,Oyondu,0.9681789,-79.6517202
780,Quimm,1.130349,-77.550994
781,Ntag,6.9815445,80.7647336
782,Kayveo,37.377139,97.369751
783,Thoughtsphere,18.4849486,-69.8627901
784,Meevee,13.365,121.1893
785,Twitternation,43.7441795,2.511999
786,Shuffledrive,30.699176,120.318178
787,Youtags,23.115358,102.74674
788,Photojam,13.8811133,123.6886104
789,Thoughtmix,-23.7047572,-49.4823246
790,Skyble,53.7111077,37.29209
791,Photospace,24.4752847,101.3431058
792,Agivu,14.5020933,121.0309165
793,Gevee,50.8963676,40.5554489
794,Linkbridge,32.244032,35.064616
795,Skinte,14.6746056,102.5365942
796,Centidel,54.4868002,18.2202834
797,Fliptune,-7.5476215,110.8102573
798,Mydeo,23.7426988,-99.1054986
799,Tagchat,30.4058071,-8.8293845
800,Brightbean,17.9092223,102.220463
801,Feedfire,18.144657,-94.4189829
802,Gabvine,48.8162706,28.9461989
803,Realmix,38.3957888,-7.716271
804,Wordtune,59.3462826,18.0843085
805,Jetwire,53.3524256,-113.4153735
806,Yacero,39.761424,117.006093
807,Thoughtbridge,31.6374692,130.4019412
808,Oba,25.8007724,-100.4277766
809,Wordtune,31.917522,35.032191
810,Twitterlist,32.751027,36.301039
811,Zoombox,51.8792137,39.5849504
812,Blognation,42.5246357,87.5395855
813,Twimbo,-6.2957395,107.8228459
814,Avamba,38.9188879,-9.2928406
815,Talane,30.405177,103.798484
816,Avamm,46.1298241,14.5577637
817,Yabox,52.842561,5.7187546
818,Myworks,43.5561243,77.9995589
819,Feednation,-8.1878613,112.6407229
820,Vimbo,23.044969,113.398429
821,Tagchat,-13.2664976,-50.1513429
822,Quatz,36.617134,101.778223
823,Buzzdog,40.8381534,44.4226861
824,Browsebug,41.2499754,-7.9522855
825,Feedfish,31.259822,121.525727
826,Plambee,-19.8428824,-44.6064582
827,Ooba,36.3384589,25.4333251
828,Jetwire,59.2883751,18.0250491
829,Dabjam,56.16667,22.1
830,Shuffletag,53.1257947,20.351356
831,Jabbertype,24.77848,110.496593
832,Jabbersphere,-34.5154006,-58.5284973
833,Eabox,28.260141,112.571923
834,Feedmix,-6.8937212,106.2042252
835,Centimia,40.4407041,19.8451169
836,Jetpulse,39.3046388,23.2207655
837,Twitterlist,37.074461,22.430264
838,Jabbercube,38.8082362,-9.4468279
839,Meetz,59.9028865,30.3175834
840,Meezzy,3.2336472,10.7295146
841,Browsetype,-31.3950849,-64.2390612
842,Yabox,49.2422244,17.4697527
843,Skilith,-23.144255,-64.325272
844,Demizz,34.810487,117.323725
845,Realblab,-6.813931,108.1784455
846,Jatri,34.472679,107.36884
847,Youfeed,22.1059284,92.086133
848,Youfeed,-46.117645,168.9313628
849,Jabbersphere,2.8426922,117.2911248
850,Centizu,50.7925769,6.1597163
851,Dazzlesphere,25.112406,110.446979
852,Buzzster,20.2542725,-76.5430429
853,Realpoint,13.09573,103.2022055
854,Brightdog,37.9746194,23.6412944
855,Twinder,-22.5698961,-49.0817124
856,Youbridge,46.23333,29.83333
857,Jabbertype,50.0788069,25.1478942
858,Meeveo,28.365818,121.061097
859,Yotz,-6.5142035,-79.1188656
860,Skinder,56.1947971,12.5789091
861,Ozu,20.5599652,-76.9095647
862,Janyx,50.4233463,80.250811
863,Nlounge,-2.2414892,-49.4984804
864,Twitterbeat,29.39441,113.016085
865,Youtags,23.106401,113.459749
866,Youtags,49.9778407,16.9717754
867,Edgeclub,45.6739962,4.956609
868,Viva,56.8744773,16.6629189
869,Bubblebox,-6.8312395,111.95523
870,Realpoint,6.6833334,124.1500015
871,Oloo,50.78342,-112.46854
872,Mycat,-14.31779,-72.149719
873,Buzzdog,48.6277459,2.4381665
874,JumpXS,49.783653,33.2526635
875,Trudoo,40.2938995,45.1360148
876,Flashset,9.27682,-74.64532
877,Zoomlounge,34.994502,118.3126338
878,Tagcat,25.5311276,69.0397556
879,Mita,22.2361111,113.5833333
880,Zazio,29.708692,120.246863
881,Twitterworks,8.6144269,-71.6554692
882,Babbleopia,39.822507,109.963338
883,Voolia,30.7603427,120.7556573
884,Kwimbee,14.7833743,-90.4537748
885,Linkbuzz,48.7786908,-123.7079417
886,Ainyx,41.3357664,-7.5894479
887,Skinte,56.658933,12.87013
888,Thoughtstorm,-7.0240255,-76.1327924
889,Jabberstorm,3.2443317,99.4976356
890,Dablist,-0.1869837,100.6537593
891,Jabbertype,32.2392184,-93.5205641
892,Blogtag,48.574041,39.307815
893,Yodo,49.290817,16.2263509
894,Katz,50.9427305,39.4789854
895,Zoonoodle,-7.3356583,109.0798332
896,Tagopia,38.7527042,-9.3330417
897,Dynabox,57.903389,53.715125
898,Fiveclub,35.5380685,139.5044784
899,Eazzy,30.199688,110.674706
900,Brainbox,34.4981065,135.4073102
901,Plajo,33.792785,112.123041
902,Teklist,52.7060809,41.3951119
903,Yata,-9.989961,123.8076302
904,Quire,25.606486,100.267638
905,Dynabox,47.1601577,40.224989
906,Jatri,60.9182792,24.6382505
907,Thoughtstorm,34.26545,67.34516
908,Thoughtworks,16.3270679,103.4916438
909,Lajo,59.4907385,33.7584959
910,Photospace,57.7325316,13.0131285
911,Wikido,37.8967329,22.9286014
912,Meevee,52.0564395,20.0873091
913,Vimbo,33.4955028,49.0631743
914,Buzzster,16.9023422,101.7523854
915,Vipe,11.313985,10.465234
916,Vinte,51.6861013,5.2933198
917,Feedfire,43.53121,1.402934
918,Teklist,42.2470995,2.0763253
919,Linkbuzz,42.3416847,69.590101
920,Twinte,-32.9549324,27.9319131
921,Yozio,56.2270517,15.3137401
922,Flipstorm,32.022005,121.186614
923,Myworks,32.231566,35.214616
924,Yata,-10.333333,-77.45
925,Devpulse,32.0378049,118.7870855
926,Blogpad,-9.5318628,124.4364621
927,Browseblab,24.168957,102.405819
928,Gigabox,30.8346,117.552738
929,Rhynoodle,55.3479146,65.323903
930,Yabox,-8.3884,124.6616
931,Avamba,-13.2513786,-43.4112394
932,Gabtype,48.0930765,-4.33096
933,Aimbu,50.063355,18.4336557
934,Linktype,40.0580479,116.3333034
935,Blogpad,49.1931313,-0.3907558
936,Blogpad,36.5804277,-82.5753842
937,Tagcat,64.9142998,77.7663297
938,Vinte,-3.9164982,119.7397084
939,Tagchat,50.2836918,24.6345078
940,Twinte,43.2370452,23.1251092
941,Aimbu,48.9194633,2.2987001
942,Zoombeat,-23.0743544,-44.9561012
943,Voolith,45.597839,126.637515
944,Feedfire,39.3395415,21.8407341
945,Ailane,27.569678,116.63704
946,Izio,5.6763925,-73.8066163
947,Babblestorm,-8.4573045,117.185294
948,Katz,-33.6637468,-70.9273937
949,Meemm,36.43806,38.11984
950,Dynazzy,46.6380789,126.9919589
951,Miboo,6.9655812,125.4609462
952,Fliptune,60.3435461,59.9882605
953,Eabox,-10.0274881,124.4752715
954,Zoomzone,50.6992259,21.896691
955,Oyope,-39.2820124,-72.2307798
956,DabZ,49.7314687,5.8827648
957,Gigaclub,7.8941941,7.0659783
958,Riffpath,49.8881618,15.5262702
959,Topicshots,43.3050854,68.2346884
960,Quinu,14.4994231,121.0204566
961,Photojam,-7.9128478,39.6647178
962,Aibox,-26.8135107,-65.2546997
963,Camido,20.8965838,-105.4093552
964,Yoveo,27.440523,109.946012
965,Tagpad,6.5439791,121.869164
966,Teklist,-8.098655,112.6824377
967,Wikibox,5.1088508,97.5788975
968,Rhynoodle,3.8144237,-76.247912
969,Buzzdog,40.5257819,72.0705185
970,Realbuzz,48.081286,20.7644305
971,Devify,60.1518638,59.9684485
972,Cogidoo,44.8205124,33.6035054
973,Blogspan,-28.7477963,-49.4745059
974,Ozu,24.304673,113.136459
975,Abata,4.272793,-74.416014
976,Shuffledrive,54.9790861,37.2249417
977,Zoonoodle,17.9567646,-102.1943485
978,Feedmix,19.5037694,-99.1324282
979,Trudoo,40.2617721,-76.8798693
980,Roodel,-7.1846561,113.34663
981,Quatz,30.128901,104.627636
982,Fanoodle,-7.0428799,113.8019562
983,Devcast,-0.0917016,34.7679568
984,Skyvu,32.2785242,14.5189214
985,Realmix,-7.3064311,110.1584347
986,Quimba,49.1333104,13.740288
987,Omba,-6.854923,107.595305
988,Jamia,-15.4996879,-70.129653
989,Yadel,60.2638215,18.4529131
990,Vimbo,40.0150745,44.5191627
991,Demimbu,46.136968,15.3941873
992,Zoomdog,33.85,44.233333
993,Vidoo,7.2077348,100.595029
994,Digitube,49.6297207,37.6810464
995,Feedmix,31.031384,118.712281
996,Topiczoom,56.0442244,12.7450795
997,Oyondu,-19.156561,-65.267799
998,Oba,42.35,-71.06
999,Minyx,43.6167208,3.8299106
1000,Skyvu,33.200333,120.50085
